0.581608	0.500851	0.000000	0.000000
0.567430	0.849103	0.001000	0.999999
0.620410	0.338242	0.002000	0.999998
0.408344	0.592588	0.003000	0.999995
0.807752	0.725166	0.004000	0.999992
0.362925	0.942145	0.005000	0.999987
0.146899	0.833829	0.006000	0.999982
0.653615	0.275392	0.007000	0.999975
0.104842	0.788485	0.008000	0.999968
0.369866	0.032391	0.009000	0.999959
0.427323	0.630301	0.010000	0.999950
0.657315	0.804435	0.011000	0.999939
0.018265	0.187035	0.012000	0.999928
0.113918	0.699494	0.013000	0.999915
0.735753	0.983019	0.014000	0.999902
0.893683	0.610144	0.015000	0.999887
0.757202	0.457615	0.016000	0.999872
0.297510	0.517931	0.017000	0.999855
0.445410	0.026059	0.018000	0.999838
0.316376	0.234931	0.019000	0.999819
0.046434	0.467257	0.020000	0.999800
0.552749	0.443188	0.021000	0.999779
0.726837	0.888500	0.022000	0.999758
0.690559	0.683552	0.023000	0.999735
0.334786	0.055218	0.024000	0.999712
0.611605	0.157947	0.025000	0.999687
0.285096	0.220981	0.026000	0.999662
0.907107	0.137234	0.027000	0.999635
0.326765	0.113147	0.028000	0.999608
0.837741	0.157726	0.029000	0.999579
0.872587	0.365347	0.030000	0.999550
0.325333	0.493137	0.031000	0.999519
0.539365	0.209785	0.032000	0.999488
0.776268	0.008744	0.033000	0.999455
0.565060	0.498829	0.034000	0.999422
0.043196	0.047204	0.035000	0.999387
0.602543	0.293302	0.036000	0.999352
0.620858	0.520345	0.037000	0.999315
0.820640	0.089102	0.038000	0.999278
0.877745	0.651076	0.039000	0.999239
0.319772	0.837402	0.040000	0.999200
0.272093	0.540151	0.041000	0.999159
0.155134	0.907673	0.042000	0.999118
0.753572	0.842780	0.043000	0.999075
0.084153	0.036556	0.044000	0.999032
0.966557	0.702167	0.045000	0.998987
0.861640	0.666466	0.046000	0.998941
0.143349	0.776013	0.047000	0.998895
0.105934	0.301267	0.048000	0.998847
0.293111	0.736388	0.049000	0.998799
0.578440	0.066079	0.050000	0.998749
0.182072	0.254348	0.051000	0.998699
0.048866	0.355996	0.052000	0.998647
0.780961	0.883041	0.053000	0.998595
0.666376	0.674068	0.054000	0.998541
0.085398	0.814364	0.055000	0.998486
0.095704	0.700408	0.056000	0.998431
0.143519	0.545383	0.057000	0.998374
0.295429	0.587781	0.058000	0.998317
0.542531	0.595622	0.059000	0.998258
0.167245	0.058838	0.060000	0.998198
0.692750	0.562092	0.061000	0.998138
0.859878	0.278595	0.062000	0.998076
0.825373	0.685665	0.063000	0.998014
0.004638	0.713405	0.064000	0.997950
0.400585	0.383562	0.065000	0.997885
0.842466	0.363093	0.066000	0.997820
0.458218	0.734584	0.067000	0.997753
0.091337	0.292932	0.068000	0.997685
0.577175	0.996018	0.069000	0.997617
0.530161	0.301563	0.070000	0.997547
0.426047	0.896481	0.071000	0.997476
0.938880	0.672876	0.072000	0.997405
0.160131	0.653165	0.073000	0.997332
0.047632	0.185354	0.074000	0.997258
0.064510	0.574002	0.075000	0.997184
0.089799	0.130682	0.076000	0.997108
0.164614	0.347170	0.077000	0.997031
0.019244	0.842008	0.078000	0.996953
0.971001	0.017417	0.079000	0.996875
0.301321	0.796527	0.080000	0.996795
0.931003	0.479092	0.081000	0.996714
0.796384	0.460692	0.082000	0.996632
0.503725	0.561065	0.083000	0.996550
0.765111	0.741160	0.084000	0.996466
0.425064	0.373434	0.085000	0.996381
0.594124	0.820386	0.086000	0.996295
0.694495	0.167759	0.087000	0.996208
0.891163	0.750532	0.088000	0.996120
0.994941	0.122332	0.089000	0.996032
0.069746	0.989371	0.090000	0.995942
0.691002	0.995656	0.091000	0.995851
0.138047	0.951207	0.092000	0.995759
0.669975	0.741954	0.093000	0.995666
0.845337	0.056954	0.094000	0.995572
0.165592	0.902270	0.095000	0.995477
0.607074	0.971030	0.096000	0.995381
0.298235	0.776994	0.097000	0.995284
0.227668	0.057030	0.098000	0.995186
0.480152	0.156814	0.099000	0.995087
0.634543	0.246274	0.100000	0.994987
0.562847	0.298738	0.101000	0.994886
0.910787	0.747914	0.102000	0.994784
0.780454	0.144684	0.103000	0.994681
0.414068	0.419529	0.104000	0.994577
0.191600	0.707979	0.105000	0.994472
0.760230	0.324059	0.106000	0.994366
0.608378	0.516890	0.107000	0.994259
0.760128	0.511822	0.108000	0.994151
0.479973	0.876146	0.109000	0.994042
0.872485	0.452612	0.110000	0.993932
0.066714	0.062419	0.111000	0.993820
0.484273	0.697983	0.112000	0.993708
0.584653	0.936313	0.113000	0.993595
0.979327	0.251432	0.114000	0.993481
0.048769	0.562949	0.115000	0.993365
0.497078	0.066029	0.116000	0.993249
0.912756	0.470335	0.117000	0.993132
0.923848	0.955059	0.118000	0.993014
0.553820	0.027051	0.119000	0.992894
0.671752	0.699331	0.120000	0.992774
0.331413	0.929191	0.121000	0.992653
0.373508	0.051244	0.122000	0.992530
0.649471	0.994942	0.123000	0.992407
0.709430	0.784607	0.124000	0.992282
0.852996	0.870652	0.125000	0.992157
0.155237	0.613067	0.126000	0.992030
0.213266	0.055063	0.127000	0.991903
0.731516	0.219280	0.128000	0.991774
0.913228	0.001743	0.129000	0.991645
0.598616	0.400259	0.130000	0.991514
0.188459	0.320177	0.131000	0.991382
0.091045	0.368496	0.132000	0.991250
0.352548	0.073028	0.133000	0.991116
0.055366	0.058272	0.134000	0.990981
0.722620	0.373419	0.135000	0.990846
0.942906	0.205115	0.136000	0.990709
0.735522	0.387561	0.137000	0.990571
0.326884	0.404733	0.138000	0.990432
0.222794	0.113622	0.139000	0.990292
0.441837	0.055230	0.140000	0.990152
0.698774	0.059411	0.141000	0.990010
0.076252	0.360332	0.142000	0.989867
0.057241	0.004487	0.143000	0.989723
0.047477	0.567307	0.144000	0.989578
0.604793	0.185030	0.145000	0.989432
0.427155	0.554804	0.146000	0.989285
0.361280	0.463577	0.147000	0.989136
0.307358	0.324742	0.148000	0.988987
0.897176	0.775237	0.149000	0.988837
0.859360	0.018574	0.150000	0.988686
0.163607	0.514833	0.151000	0.988534
0.661562	0.729714	0.152000	0.988380
0.202241	0.636473	0.153000	0.988226
0.198865	0.656725	0.154000	0.988071
0.839436	0.372233	0.155000	0.987914
0.266880	0.400397	0.156000	0.987757
0.402631	0.387012	0.157000	0.987599
0.970595	0.394385	0.158000	0.987439
0.718152	0.322434	0.159000	0.987279
0.573659	0.344149	0.160000	0.987117
0.620453	0.447157	0.161000	0.986954
0.632457	0.981220	0.162000	0.986791
0.525673	0.130664	0.163000	0.986626
0.405122	0.596040	0.164000	0.986460
0.290622	0.152004	0.165000	0.986294
0.241807	0.447611	0.166000	0.986126
0.225515	0.206832	0.167000	0.985957
0.586799	0.845089	0.168000	0.985787
0.279544	0.101187	0.169000	0.985616
0.918885	0.116253	0.170000	0.985444
0.737598	0.937775	0.171000	0.985271
0.752802	0.809826	0.172000	0.985097
0.309887	0.482088	0.173000	0.984922
0.066446	0.890254	0.174000	0.984746
0.960117	0.916752	0.175000	0.984568
0.816056	0.770328	0.176000	0.984390
0.789154	0.381311	0.177000	0.984211
0.680851	0.262479	0.178000	0.984030
0.497336	0.282733	0.179000	0.983849
0.731145	0.715620	0.180000	0.983667
0.507874	0.033782	0.181000	0.983483
0.247052	0.120752	0.182000	0.983299
0.504964	0.019740	0.183000	0.983113
0.601354	0.023328	0.184000	0.982926
0.572718	0.549687	0.185000	0.982739
0.648443	0.959664	0.186000	0.982550
0.104794	0.860430	0.187000	0.982360
0.885521	0.452760	0.188000	0.982169
0.370423	0.906489	0.189000	0.981977
0.242206	0.552116	0.190000	0.981784
0.891590	0.388321	0.191000	0.981590
0.445720	0.503071	0.192000	0.981395
0.320409	0.896621	0.193000	0.981199
0.751826	0.482363	0.194000	0.981002
0.157750	0.039483	0.195000	0.980803
0.443358	0.864938	0.196000	0.980604
0.667070	0.280997	0.197000	0.980403
0.910621	0.197208	0.198000	0.980202
0.595031	0.967236	0.199000	0.979999
0.639149	0.777181	0.200000	0.979796
0.587163	0.614322	0.201000	0.979591
0.853642	0.393120	0.202000	0.979386
0.397704	0.152329	0.203000	0.979179
0.481500	0.589010	0.204000	0.978971
0.443394	0.080243	0.205000	0.978762
0.100016	0.624442	0.206000	0.978552
0.887761	0.716269	0.207000	0.978341
0.478235	0.724105	0.208000	0.978129
0.102184	0.202697	0.209000	0.977916
0.593774	0.991487	0.210000	0.977701
0.010361	0.126924	0.211000	0.977486
0.738142	0.544488	0.212000	0.977270
0.851792	0.484400	0.213000	0.977052
0.678439	0.647189	0.214000	0.976834
0.306468	0.873206	0.215000	0.976614
0.241715	0.320126	0.216000	0.976393
0.606354	0.864224	0.217000	0.976172
0.069135	0.647137	0.218000	0.975949
0.259687	0.229596	0.219000	0.975725
0.354531	0.624523	0.220000	0.975500
0.762109	0.382293	0.221000	0.975274
0.855682	0.360165	0.222000	0.975047
0.235601	0.931459	0.223000	0.974818
0.332098	0.996994	0.224000	0.974589
0.283931	0.594931	0.225000	0.974359
0.321135	0.255349	0.226000	0.974127
0.584420	0.938565	0.227000	0.973895
0.081558	0.639135	0.228000	0.973661
0.343518	0.091193	0.229000	0.973426
0.892460	0.386089	0.230000	0.973191
0.861580	0.976875	0.231000	0.972954
0.243523	0.245962	0.232000	0.972716
0.104957	0.928506	0.233000	0.972477
0.853479	0.303154	0.234000	0.972237
0.535949	0.217678	0.235000	0.971995
0.736416	0.811489	0.236000	0.971753
0.059058	0.927015	0.237000	0.971510
0.544999	0.445882	0.238000	0.971265
0.001575	0.278270	0.239000	0.971020
0.266006	0.393994	0.240000	0.970773
0.644783	0.540587	0.241000	0.970525
0.652958	0.284415	0.242000	0.970276
0.186478	0.709882	0.243000	0.970026
0.944482	0.377990	0.244000	0.969775
0.764236	0.456942	0.245000	0.969523
0.842695	0.615702	0.246000	0.969270
